,Var1_1,Var1_2,X_real,X_img,y_real,y_img
41637,-0.001823204-7.86134e-05i,-0.001947121-0.0003401555i,-0.001823204,,-0.001947121,-0.0003401555
41670,0.0111708-1.907791e-05i,0.01114501-2.009531e-05i,0.0111708,,0.01114501,
41861,0.001598775+5.10246e-05i,0.001749416-8.767872e-05i,0.001598775,,0.001749416,
41914,-0.006246839+2.072519e-05i,-0.006499286-0.0007191322i,-0.006246839,,-0.006499286,-0.0007191322
41985,-0.006323388+8.888193e-05i,-0.006729055-0.0007059661i,-0.006323388,,-0.006729055,-0.0007059661
42098,0.00364957+6.643008e-05i,0.003614255+0.0006886297i,0.00364957,,0.003614255,0.0006886297
42294,0.005338012-1.225714e-05i,0.005348303+0.0006366458i,0.005338012,,0.005348303,0.0006366458
42385,-0.01401501+8.235918e-06i,-0.01329613+0.001339175i,-0.01401501,,-0.01329613,0.001339175
42473,-0.005557662+7.939432e-05i,-0.005751702-0.0007652416i,-0.005557662,,-0.005751702,-0.0007652416
42634,0.002609354-8.51911e-05i,0.002342021+0.0002652446i,0.002609354,,0.002342021,0.0002652446
42641,0.01460851+2.934225e-05i,0.01418209-0.001143571i,0.01460851,,0.01418209,-0.001143571
42743,-0.003964804+4.480523e-05i,-0.003793392-0.0006377002i,-0.003964804,,-0.003793392,-0.0006377002
42770,-0.01094806-6.906735e-05i,-0.0113137-0.000393743i,-0.01094806,,-0.0113137,-0.000393743
42888,-0.002755051+4.072627e-05i,-0.002687111-0.0002903145i,-0.002755051,,-0.002687111,-0.0002903145
42896,-0.003781865+8.095009e-05i,-0.003669781-0.0004774168i,-0.003781865,,-0.003669781,-0.0004774168
42926,0.003454516-3.102585e-05i,0.003682713+0.0004822032i,0.003454516,,0.003682713,0.0004822032
43066,0.003152399-2.981094e-05i,0.003148745+0.0001993183i,0.003152399,,0.003148745,0.0001993183
43090,-0.005264659+2.134172e-05i,-0.005128421-0.0008269768i,-0.005264659,,-0.005128421,-0.0008269768
43176,0.003166201-9.149965e-05i,0.003256612+0.0005452684i,0.003166201,,0.003256612,0.0005452684
43308,0.000279268-6.342144e-05i,0.0002891232-4.465989e-05i,0.000279268,,0.0002891232,
43369,0.009444501-1.59539e-05i,0.009677472+0.0006416004i,0.009444501,,0.009677472,0.0006416004
43383,-0.007700622+9.038392e-05i,-0.007985679-0.0006968753i,-0.007700622,,-0.007985679,-0.0006968753
43463,0.00384251-4.462106e-05i,0.004002759+0.0009401554i,0.00384251,,0.004002759,0.0009401554
43476,-0.0001489368-7.548858e-05i,0.0001253958-0.0001565552i,-0.0001489368,,0.0001253958,-0.0001565552
43515,0.002182723-8.152332e-05i,0.002328238+0.000434161i,0.002182723,,0.002328238,0.000434161
43530,0.002975696-2.531824e-05i,0.002893168+0.0005461101i,0.002975696,,0.002893168,0.0005461101
43675,0.001112695+8.319039e-07i,0.000956962+0.0002096334i,0.001112695,,0.000956962,0.0002096334
43735,-0.004930169+5.500671e-05i,-0.004799315-0.000606812i,-0.004930169,,-0.004799315,-0.000606812
43824,0.006413753+4.706974e-05i,0.006694076+0.0009352999i,0.006413753,,0.006694076,0.0009352999
43837,0.001443449-6.81098e-05i,0.001716187-1.783003e-06i,0.001443449,,0.001716187,
43862,0.002723557+8.997775e-05i,0.002520422+0.0004604868i,0.002723557,,0.002520422,0.0004604868
43925,-0.002489429-8.602813e-05i,-0.002377757-0.0001738577i,-0.002489429,,-0.002377757,-0.0001738577
44017,0.007224983+5.701184e-05i,0.007415597+0.0007853325i,0.007224983,,0.007415597,0.0007853325
44059,0.007037813-3.133336e-05i,0.007190709+0.0007786117i,0.007037813,,0.007190709,0.0007786117
44242,-0.0003341828+8.935155e-05i,-0.0006577564+0.0001514927i,-0.0003341828,,-0.0006577564,0.0001514927
44260,0.003008166+6.665941e-05i,0.002921972+0.0004756419i,0.003008166,,0.002921972,0.0004756419
44359,-0.005851403-6.265659e-05i,-0.006053686-0.0009819783i,-0.005851403,,-0.006053686,-0.0009819783
44522,0.007556822-8.350005e-06i,0.007837876+0.0009448397i,0.007556822,,0.007837876,0.0009448397
44647,0.0004216549-3.298162e-05i,0.0004945396-0.0001108248i,0.0004216549,,0.0004945396,-0.0001108248
44716,0.001919047+2.1616e-05i,0.001793377+0.0002210545i,0.001919047,,0.001793377,0.0002210545
44884,-0.001895219-9.781681e-05i,-0.001812422-0.0004969724i,-0.001895219,,-0.001812422,-0.0004969724
44885,-0.002501904+1.373258e-05i,-0.002433304-0.0004670318i,-0.002501904,,-0.002433304,-0.0004670318
45030,-0.001829092-1.495518e-05i,-0.001460875-0.000336199i,-0.001829092,,-0.001460875,-0.000336199
45102,-0.0007533501-2.040062e-06i,-0.0009530895-2.820301e-06i,-0.0007533501,,-0.0009530895,
45104,0.001028237+4.873239e-05i,0.0009048764+0.0001180952i,0.001028237,,0.0009048764,0.0001180952
45134,0.01593197-3.190455e-05i,0.01550186-0.001354774i,0.01593197,,0.01550186,-0.001354774
45420,-0.007913761+4.777638e-05i,-0.008222482-0.0006477057i,-0.007913761,,-0.008222482,-0.0006477057
45453,0.004474888+7.634517e-06i,0.004610057+0.0004611285i,0.004474888,,0.004610057,0.0004611285
45475,-0.003428143-7.494527e-05i,-0.003710325-0.0006069431i,-0.003428143,,-0.003710325,-0.0006069431
45673,-0.002375211+1.438917e-05i,-0.002503962-0.0001826496i,-0.002375211,,-0.002503962,-0.0001826496
45714,0.003514925+5.033438e-05i,0.003688501+0.0003645576i,0.003514925,,0.003688501,0.0003645576
45916,0.003675204-4.976173e-06i,0.003796383+0.0003275181i,0.003675204,,0.003796383,0.0003275181
46042,-0.008282118-5.292546e-05i,-0.008748616-0.0008364728i,-0.008282118,,-0.008748616,-0.0008364728
46043,-0.006308866-5.03161e-05i,-0.006607495-0.001037381i,-0.006308866,,-0.006607495,-0.001037381
46062,-0.002756357+2.139853e-05i,-0.002637534-0.0003999379i,-0.002756357,,-0.002637534,-0.0003999379
46068,-0.005268446-4.588277e-05i,-0.00534713-0.000890782i,-0.005268446,,-0.00534713,-0.000890782
46075,0.003072517+9.058439e-05i,0.003088572+0.0005754026i,0.003072517,,0.003088572,0.0005754026
46140,0.01004599+1.017866e-05i,0.0106307-3.389387e-05i,0.01004599,,0.0106307,
46261,0.003347014-4.864438e-05i,0.003206675+0.0001814024i,0.003347014,,0.003206675,0.0001814024
46404,-0.005967092+8.098199e-05i,-0.005843986-0.0006949657i,-0.005967092,,-0.005843986,-0.0006949657
46480,0.004359913+1.483364e-06i,0.00450151+0.0005550984i,0.004359913,,0.00450151,0.0005550984
46556,0.0009879866-9.697536e-05i,0.0008822137-5.542961e-05i,0.0009879866,,0.0008822137,
46771,-0.0001871818-2.591987e-05i,-6.62908e-05+1.26127e-05i,-0.0001871818,,-6.62908,
46846,-0.001593599+4.659267e-05i,-0.00172887-0.0003470787i,-0.001593599,,-0.00172887,-0.0003470787
47053,-0.00378865+7.206062e-05i,-0.004017002-0.0007008168i,-0.00378865,,-0.004017002,-0.0007008168
47194,-0.007508177-8.568168e-08i,-0.007738933-0.0009274035i,-0.007508177,,-0.007738933,-0.0009274035
47286,0.0001208677-4.798791e-05i,0.0001548737-0.0002085419i,0.0001208677,,0.0001548737,-0.0002085419
47312,-0.000292921+7.963646e-05i,-1.259691e-05-0.0002723081i,-0.000292921,,-1.259691,-0.0002723081
47397,-0.004528884-9.620271e-05i,-0.004305787-0.0008053652i,-0.004528884,,-0.004305787,-0.0008053652
47570,-0.007187964-7.775845e-06i,-0.007434219-0.0008652718i,-0.007187964,,-0.007434219,-0.0008652718
47591,-0.002769581-3.580377e-05i,-0.003027685-0.0006253662i,-0.002769581,,-0.003027685,-0.0006253662
47592,-0.0005567744-7.379195e-05i,-0.000687213-0.000358633i,-0.0005567744,,-0.000687213,-0.000358633
47762,0.008503027-5.358341e-05i,0.008737233+0.0007400027i,0.008503027,,0.008737233,0.0007400027
47763,0.009328055-5.188375e-05i,0.009487521+0.0005490202i,0.009328055,,0.009487521,0.0005490202
47781,0.009345012+1.072232e-05i,0.00958075+0.0003538836i,0.009345012,,0.00958075,0.0003538836
47810,-0.003853227-7.40937e-06i,-0.004115783-0.0004998208i,-0.003853227,,-0.004115783,-0.0004998208
47856,-0.0006234397-1.873763e-05i,-0.0003691224-7.173014e-05i,-0.0006234397,,-0.0003691224,
48017,-0.003615648-2.815924e-05i,-0.003402183-0.0006450111i,-0.003615648,,-0.003402183,-0.0006450111
48031,-0.004760715+9.561004e-05i,-0.004928451-0.0005768436i,-0.004760715,,-0.004928451,-0.0005768436
48125,0.005015011+2.629776e-05i,0.005187722+0.0006652297i,0.005015011,,0.005187722,0.0006652297
48307,-0.004313565+1.586112e-05i,-0.004664568-0.0008901602i,-0.004313565,,-0.004664568,-0.0008901602
48378,0.006207339+5.413056e-05i,0.006132627+0.0007602771i,0.006207339,,0.006132627,0.0007602771
48412,0.01021269-1.09938e-05i,0.01058421+0.000120239i,0.01021269,,0.01058421,0.000120239
48420,-0.004630781-9.049289e-05i,-0.005003421-0.000670336i,-0.004630781,,-0.005003421,-0.000670336
48476,0.0002344389-1.091696e-05i,0.0003752371-0.00014419i,0.0002344389,,0.0003752371,-0.00014419
48695,0.01148074+2.503628e-05i,0.01129385-2.490624e-05i,0.01148074,,0.01129385,
48801,0.007468022-6.461982e-06i,0.007691801+0.0006098264i,0.007468022,,0.007691801,0.0006098264
48929,-0.008638882-1.204375e-05i,-0.009018324-0.0006542176i,-0.008638882,,-0.009018324,-0.0006542176
48998,0.009163575+6.114377e-05i,0.009350707+0.0004849256i,0.009163575,,0.009350707,0.0004849256
49216,-0.008911103+7.508846e-05i,-0.008939855-0.0003460255i,-0.008911103,,-0.008939855,-0.0003460255
49409,0.001369849-9.231613e-05i,0.001295957+0.000361997i,0.001369849,,0.001295957,0.000361997
49469,-0.004192277+4.821923e-05i,-0.004124335-0.0003578027i,-0.004192277,,-0.004124335,-0.0003578027
49584,-0.006372669+6.568525e-05i,-0.006307883-0.0008856327i,-0.006372669,,-0.006307883,-0.0008856327
49827,-0.01177349+2.752873e-06i,-0.01199305+0.0002865002i,-0.01177349,,-0.01199305,0.0002865002
50089,-0.0007636047+2.829684e-05i,-0.000809025+1.905761e-05i,-0.0007636047,,-0.000809025,
50292,-0.004369757+7.923273e-05i,-0.004282584-0.000485751i,-0.004369757,,-0.004282584,-0.000485751
50448,-0.002591367+1.00499e-05i,-0.002834583-0.0008019371i,-0.002591367,,-0.002834583,-0.0008019371
50449,0.001348657+6.616046e-05i,0.001245769-0.0001907976i,0.001348657,,0.001245769,-0.0001907976
50601,0.01702857+1.626252e-05i,0.01630864-0.001832517i,0.01702857,,0.01630864,-0.001832517
50605,0.007069087+3.070163e-05i,0.007206117+0.0009918507i,0.007069087,,0.007206117,0.0009918507
50617,-0.004722447-1.348439e-05i,-0.004919235-0.0008017732i,-0.004722447,,-0.004919235,-0.0008017732
50712,-0.009037677-2.444303e-05i,-0.00942764-0.0005182565i,-0.009037677,,-0.00942764,-0.0005182565
50784,-0.007114938+6.502657e-05i,-0.007097549-0.0008714286i,-0.007114938,,-0.007097549,-0.0008714286
50785,-0.005755765-7.079681e-06i,-0.005721795-0.0008903148i,-0.005755765,,-0.005721795,-0.0008903148
50992,0.008660022+8.268608e-05i,0.008748232+0.0005415547i,0.008660022,,0.008748232,0.0005415547
51002,0.002872775-3.664242e-05i,0.002721472+0.0004206501i,0.002872775,,0.002721472,0.0004206501
51054,0.009348086+3.034994e-05i,0.009511519+0.0004317729i,0.009348086,,0.009511519,0.0004317729
51259,0.001804093-4.331116e-05i,0.001815915+0.0002870958i,0.001804093,,0.001815915,0.0002870958
51374,-0.002485731-3.110903e-05i,-0.002245713-0.0002969505i,-0.002485731,,-0.002245713,-0.0002969505
51424,0.0004835811-1.495006e-06i,0.0006736189+9.469924e-05i,0.0004835811,,0.0006736189,
51538,0.01154615-5.274627e-05i,0.0113966-0.0005008341i,0.01154615,,0.0113966,-0.0005008341
51594,-0.0009669571+2.974282e-05i,-0.0006261276+9.255618e-05i,-0.0009669571,,-0.0006261276,
51627,0.003860329+2.084475e-05i,0.003793548+0.0004003489i,0.003860329,,0.003793548,0.0004003489
51837,-0.007747606-7.893157e-05i,-0.007693592-0.001061667i,-0.007747606,,-0.007693592,-0.001061667
51938,-0.005804835+2.277299e-05i,-0.005689618-0.00106567i,-0.005804835,,-0.005689618,-0.00106567
52061,-0.001613699+8.338236e-05i,-0.00134606-3.895881e-05i,-0.001613699,,-0.00134606,
52119,-0.00767753-8.860603e-06i,-0.007918322-0.0006678162i,-0.00767753,,-0.007918322,-0.0006678162
52311,0.006583461-5.279225e-05i,0.006405419+0.0009650718i,0.006583461,,0.006405419,0.0009650718
52659,-0.00112266-1.873891e-05i,-0.001334219-1.130218e-05i,-0.00112266,,-0.001334219,
53134,-0.0007473093+2.336141e-05i,-0.0009077087+0.0002020457i,-0.0007473093,,-0.0009077087,0.0002020457
53150,-0.009439384+3.880159e-05i,-0.009520062-0.0006568905i,-0.009439384,,-0.009520062,-0.0006568905
53218,-0.008644389+4.627102e-05i,-0.008574587-0.0006672335i,-0.008644389,,-0.008574587,-0.0006672335
53261,-0.0005763617-3.427267e-05i,-0.0007638633-0.0001948491i,-0.0005763617,,-0.0007638633,-0.0001948491
53264,0.001217644-3.096275e-05i,0.0012203-4.996834e-06i,0.001217644,,0.0012203,
53384,6.73004e-05+3.047299e-05i,0.0002121688+7.800435e-05i,6.73004,,0.0002121688,
53386,0.001672705+6.495859e-06i,0.001799387+0.0002185222i,0.001672705,,0.001799387,0.0002185222
53442,0.005582527+7.223338e-06i,0.005877124+0.0007225646i,0.005582527,,0.005877124,0.0007225646
53463,0.00117498-1.794309e-05i,0.001173223+0.0002528859i,0.00117498,,0.001173223,0.0002528859
53496,-0.007535936+9.8516e-05i,-0.007550389-0.0006278132i,-0.007535936,,-0.007550389,-0.0006278132
53514,-0.002329062-1.268648e-05i,-0.002408957-0.0003197445i,-0.002329062,,-0.002408957,-0.0003197445
53541,0.005008838+3.536325e-05i,0.004749987+0.0007906025i,0.005008838,,0.004749987,0.0007906025
53676,-0.008859016-6.009499e-05i,-0.008823535-0.000725273i,-0.008859016,,-0.008823535,-0.000725273
53680,0.0008904673-3.513577e-05i,0.0009704886-9.626372e-05i,0.0008904673,,0.0009704886,
53721,0.003141247+2.426002e-05i,0.002828935+0.0002438493i,0.003141247,,0.002828935,0.0002438493
53743,0.002968505-1.069438e-05i,0.003362088+0.0005211751i,0.002968505,,0.003362088,0.0005211751
53841,-0.01462243+2.938462e-05i,-0.01411221+0.001111975i,-0.01462243,,-0.01411221,0.001111975
53974,-0.003765352+3.180932e-05i,-0.003939461-0.0005134514i,-0.003765352,,-0.003939461,-0.0005134514
54001,-0.001702836+5.106744e-05i,-0.001945644+8.398137e-05i,-0.001702836,,-0.001945644,
54015,-0.005046706-2.470706e-05i,-0.00511491-0.0005194521i,-0.005046706,,-0.00511491,-0.0005194521
54048,-0.001857147+1.491187e-05i,-0.001789818-0.0001219362i,-0.001857147,,-0.001789818,-0.0001219362
54088,-0.006538328+9.380281e-06i,-0.006728049-0.0008250393i,-0.006538328,,-0.006728049,-0.0008250393
54142,-0.008494169+2.240529e-05i,-0.008305568-0.0007395612i,-0.008494169,,-0.008305568,-0.0007395612
54148,-0.0003547044+6.598909e-05i,-0.0004522272-8.179175e-05i,-0.0003547044,,-0.0004522272,
54198,0.007818189-8.961896e-05i,0.008035269+0.000610211i,0.007818189,,0.008035269,0.000610211
54286,0.004523857+1.748826e-05i,0.004443939+0.0007233731i,0.004523857,,0.004443939,0.0007233731
54588,0.0009853225+1.043035e-05i,0.0006447863+0.0002381969i,0.0009853225,,0.0006447863,0.0002381969
54609,-0.01241739+8.925819e-05i,-0.01213453+0.0005421707i,-0.01241739,,-0.01213453,0.0005421707
54657,0.0007230992+9.958935e-05i,0.0006912479-1.351106e-05i,0.0007230992,,0.0006912479,
54688,-0.0148377-5.784456e-05i,-0.01413129+0.001254708i,-0.0148377,,-0.01413129,0.001254708
54750,0.007945932+4.984555e-05i,0.00802798+0.00108477i,0.007945932,,0.00802798,0.00108477
54820,-0.001174365+6.535091e-05i,-0.001135214-0.0001279756i,-0.001174365,,-0.001135214,-0.0001279756
54950,0.001366524+2.7759e-05i,0.001314508+0.0003595897i,0.001366524,,0.001314508,0.0003595897
55007,-0.0005058051+1.197308e-05i,-0.000624164-0.0003482136i,-0.0005058051,,-0.000624164,-0.0003482136
55078,0.005408536+4.872819e-05i,0.005526988+0.0004992472i,0.005408536,,0.005526988,0.0004992472
55094,0.005820512-9.052944e-05i,0.005958311+0.0005999766i,0.005820512,,0.005958311,0.0005999766
55134,0.004081748-1.008203e-05i,0.004063802+0.0007742912i,0.004081748,,0.004063802,0.0007742912
55135,0.001019742-9.718724e-05i,0.0009871378+0.0002860368i,0.001019742,,0.0009871378,0.0002860368
55243,-0.006834795-6.997259e-05i,-0.00674379-0.0009448433i,-0.006834795,,-0.00674379,-0.0009448433
55316,-0.003888219-9.292923e-05i,-0.004109169-0.0006663042i,-0.003888219,,-0.004109169,-0.0006663042
55362,-0.008138626+1.932262e-05i,-0.008339853-0.000648506i,-0.008138626,,-0.008339853,-0.000648506
55429,0.007896371+4.537398e-05i,0.008261715+0.00053413i,0.007896371,,0.008261715,0.00053413
55466,-0.002690026-2.352055e-05i,-0.002743191-0.0007143164i,-0.002690026,,-0.002743191,-0.0007143164
55505,-0.002308786-1.701945e-05i,-0.002349517-0.0003815693i,-0.002308786,,-0.002349517,-0.0003815693
55523,0.01356238-5.933747e-05i,0.01349749-0.0007776896i,0.01356238,,0.01349749,-0.0007776896
55680,0.001928321-7.015234e-05i,0.002079385+3.343119e-05i,0.001928321,,0.002079385,
55703,-0.007842062-9.925058e-05i,-0.007871203-0.0007808306i,-0.007842062,,-0.007871203,-0.0007808306
55761,-0.00266917+1.473376e-05i,-0.002283102-0.0004929247i,-0.00266917,,-0.002283102,-0.0004929247
55891,-0.002669268-4.720874e-06i,-0.002450398-0.0005064747i,-0.002669268,,-0.002450398,-0.0005064747
56122,-0.0003285056+3.645617e-05i,-0.0001329155+0.0002026224i,-0.0003285056,,-0.0001329155,0.0002026224
56240,0.002369005-4.136236e-06i,0.002272448+0.0001666265i,0.002369005,,0.002272448,0.0001666265
56258,0.004743163-2.192857e-05i,0.00439644+0.0005478158i,0.004743163,,0.00439644,0.0005478158
56317,0.004100495-4.459172e-06i,0.0041804+0.0004001254i,0.004100495,,0.0041804,0.0004001254
56397,0.0003272188-1.013605e-05i,0.0004393646-2.523853e-05i,0.0003272188,,0.0004393646,
56513,0.00155625-2.861797e-05i,0.001456749+0.0003464407i,0.00155625,,0.001456749,0.0003464407
56536,0.003886607+6.311107e-05i,0.00377341+0.0006912634i,0.003886607,,0.00377341,0.0006912634
56537,0.001308883-6.377231e-05i,0.001217788+0.0001922996i,0.001308883,,0.001217788,0.0001922996
56552,0.00261603-4.320522e-05i,0.002364491+0.0001649974i,0.00261603,,0.002364491,0.0001649974
56648,0.003638885-4.821084e-05i,0.003715125+0.0001565119i,0.003638885,,0.003715125,0.0001565119
56699,0.003086967-3.177233e-05i,0.003150083+0.0004653579i,0.003086967,,0.003150083,0.0004653579
56735,-0.004105199-5.589414e-05i,-0.004028487-0.0007606255i,-0.004105199,,-0.004028487,-0.0007606255
56822,-0.0006493418-1.943461e-05i,-0.0003494532-0.0002111163i,-0.0006493418,,-0.0003494532,-0.0002111163
56849,-0.003852969-5.26518e-05i,-0.003731716-0.000590535i,-0.003852969,,-0.003731716,-0.000590535
57057,0.0005706213-5.703059e-05i,0.0005845837-6.656231e-05i,0.0005706213,,0.0005845837,
57072,0.008140485+5.466142e-05i,0.008464715+0.0006949877i,0.008140485,,0.008464715,0.0006949877
57205,0.004026783+7.734844e-05i,0.003758885+0.0006824121i,0.004026783,,0.003758885,0.0006824121
57479,0.01398556-1.754169e-05i,0.01372519-0.001216188i,0.01398556,,0.01372519,-0.001216188
57531,-0.0008791729-6.612181e-05i,-0.001077162-2.003281e-05i,-0.0008791729,,-0.001077162,
57543,-0.01461347-1.58404e-05i,-0.01397646+0.001076942i,-0.01461347,,-0.01397646,0.001076942
57669,0.007450098+2.219435e-05i,0.007214762+0.001000987i,0.007450098,,0.007214762,0.001000987
57756,-0.01079838+4.90885e-05i,-0.0109278-2.544176e-05i,-0.01079838,,-0.0109278,
57786,0.006854753+7.265923e-05i,0.006859109+0.0009159251i,0.006854753,,0.006859109,0.0009159251
57934,-0.01723105+6.196968e-05i,-0.0168977+0.0008042079i,-0.01723105,,-0.0168977,0.0008042079
58142,-0.00734169+3.557117e-05i,-0.007650588-0.0006492286i,-0.00734169,,-0.007650588,-0.0006492286
58213,0.01008581+3.02298e-05i,0.0101208+0.0001428083i,0.01008581,,0.0101208,0.0001428083
58282,-0.0007088154-9.468687e-05i,-0.0008150712-6.956e-05i,-0.0007088154,,-0.0008150712,
58283,-0.002182894+9.833893e-05i,-0.002299648-9.35337e-05i,-0.002182894,,-0.002299648,
58313,0.006141296-1.863507e-05i,0.006190232+0.000455752i,0.006141296,,0.006190232,0.000455752
58348,-0.002902011-6.124991e-05i,-0.003250024-0.0003784303i,-0.002902011,,-0.003250024,-0.0003784303
58412,0.005318363+9.218417e-05i,0.005264339+0.000877406i,0.005318363,,0.005264339,0.000877406
58510,-0.0007680943-6.091432e-05i,-0.0005455189-0.000186282i,-0.0007680943,,-0.0005455189,-0.000186282
58587,0.003241047+7.508323e-06i,0.003300086+0.0005561993i,0.003241047,,0.003300086,0.0005561993
58588,0.003970614-9.95514e-05i,0.004036155+0.0005266392i,0.003970614,,0.004036155,0.0005266392
58953,-0.001431719-4.426111e-07i,-0.001303361-0.0002197379i,-0.001431719,,-0.001303361,-0.0002197379
59043,0.001324598-3.169256e-05i,0.001447408+9.975414e-05i,0.001324598,,0.001447408,
59048,0.006074274-1.061708e-06i,0.006076113+0.0007214673i,0.006074274,,0.006076113,0.0007214673
59060,-0.01630379-3.503053e-05i,-0.0157573+0.001822207i,-0.01630379,,-0.0157573,0.001822207
59079,-0.005433468+5.575037e-05i,-0.005206887-0.0007128729i,-0.005433468,,-0.005206887,-0.0007128729
59137,0.00775391-6.57991e-05i,0.007936809+0.0006417792i,0.00775391,,0.007936809,0.0006417792
59292,-0.003684958-1.834705e-07i,-0.00362613-0.0005712771i,-0.003684958,,-0.00362613,-0.0005712771
59293,-0.003809104+3.995202e-05i,-0.003784734-0.0005418065i,-0.003809104,,-0.003784734,-0.0005418065
59360,-0.001147674-2.177432e-05i,-0.001035964-0.0002576935i,-0.001147674,,-0.001035964,-0.0002576935
59379,0.00829913-2.770894e-05i,0.008415834+0.0006573185i,0.00829913,,0.008415834,0.0006573185
59657,-0.002314629+3.611576e-05i,-0.002627563-0.0001529833i,-0.002314629,,-0.002627563,-0.0001529833
59841,-0.006381399-2.27103e-05i,-0.006419185-0.0007055147i,-0.006381399,,-0.006419185,-0.0007055147
59849,0.01033755+1.639873e-05i,0.01028863+8.830069e-05i,0.01033755,,0.01028863,
59998,-0.002730052-9.230408e-05i,-0.002709748-0.000425297i,-0.002730052,,-0.002709748,-0.000425297
60216,0.0007507215-9.957002e-07i,0.0006650652-0.0001043462i,0.0007507215,,0.0006650652,-0.0001043462
60254,0.001649671+8.045952e-05i,0.001493758+0.0002177326i,0.001649671,,0.001493758,0.0002177326
60337,-0.005173481+8.808216e-05i,-0.005284477-0.0005185435i,-0.005173481,,-0.005284477,-0.0005185435
60425,0.008639082-3.233796e-05i,0.008845379+0.0005431363i,0.008639082,,0.008845379,0.0005431363
60464,-0.003737884+1.274119e-05i,-0.004109683-0.0003509148i,-0.003737884,,-0.004109683,-0.0003509148
60527,0.002310357+3.612507e-05i,0.002152821+0.0004422688i,0.002310357,,0.002152821,0.0004422688
60556,-0.008443074-5.471101e-05i,-0.00893021-0.0005347651i,-0.008443074,,-0.00893021,-0.0005347651
60614,0.005658396-3.905781e-05i,0.005552991+0.0008205822i,0.005658396,,0.005552991,0.0008205822
60694,0.001161539+1.044542e-05i,0.001374298+0.0002120476i,0.001161539,,0.001374298,0.0002120476
60734,0.001132375-3.167428e-05i,0.0009142564+0.0001667214i,0.001132375,,0.0009142564,0.0001667214
60736,0.002598496-4.606787e-06i,0.002472902+0.0002788136i,0.002598496,,0.002472902,0.0002788136
60854,0.006385436-3.437768e-05i,0.00654129+0.0006463818i,0.006385436,,0.00654129,0.0006463818
60955,0.005198873-1.966883e-05i,0.00535235+0.0004839995i,0.005198873,,0.00535235,0.0004839995
61225,-0.005465099-5.904259e-05i,-0.005570811-0.0008531699i,-0.005465099,,-0.005570811,-0.0008531699
61449,-0.006008-7.655937e-05i,-0.00618158-0.0009000244i,-0.006008,,-0.00618158,-0.0009000244
61613,-0.008426906-2.212357e-06i,-0.008512538-0.0008622296i,-0.008426906,,-0.008512538,-0.0008622296
61651,-0.01134939+8.417247e-05i,-0.01141338+3.784405e-05i,-0.01134939,,-0.01141338,
61662,-0.006300694-7.275899e-05i,-0.006363703-0.001008103i,-0.006300694,,-0.006363703,-0.001008103
61759,9.800587e-05-3.935883e-05i,0.0001147669-0.0002218201i,9.800587,,0.0001147669,-0.0002218201
61760,0.004042294-5.364505e-05i,0.0040475+0.0002463486i,0.004042294,,0.0040475,0.0002463486
61761,0.007980697+2.356683e-05i,0.008157006+0.0006231207i,0.007980697,,0.008157006,0.0006231207
61922,0.007396997+8.677598e-05i,0.007706491+0.0009359547i,0.007396997,,0.007706491,0.0009359547
61951,0.008470746-8.813979e-05i,0.008652693+0.0007831561i,0.008470746,,0.008652693,0.0007831561
61964,-0.01169658+8.748047e-05i,-0.01169218+0.0007045546i,-0.01169658,,-0.01169218,0.0007045546
61990,0.001752866-2.917019e-06i,0.001846869+0.0005761706i,0.001752866,,0.001846869,0.0005761706
62010,-0.005008838-4.640885e-05i,-0.004960791-0.001044712i,-0.005008838,,-0.004960791,-0.001044712
62062,0.002492126+5.955575e-05i,0.002737334+0.0002940474i,0.002492126,,0.002737334,0.0002940474
62115,-0.0007579518-3.899576e-05i,-0.0005943939-0.0003495718i,-0.0007579518,,-0.0005943939,-0.0003495718
62345,-0.001899728+8.350704e-05i,-0.001607118-0.0001978101i,-0.001899728,,-0.001607118,-0.0001978101
62436,-0.001451743-1.301989e-05i,-0.001685816-0.0003631051i,-0.001451743,,-0.001685816,-0.0003631051
62496,0.001065257-7.923221e-05i,0.001071387-3.557333e-06i,0.001065257,,0.001071387,
62497,-0.00150794+3.464485e-05i,-0.001520625-0.0001171176i,-0.00150794,,-0.001520625,-0.0001171176
62548,0.00965183-3.815431e-05i,0.009651028+0.0001760355i,0.00965183,,0.009651028,0.0001760355
62549,0.009810057+9.509409e-05i,0.009869542+0.0002957761i,0.009810057,,0.009869542,0.0002957761
62645,0.007299921-3.090035e-05i,0.007432302+0.0009502986i,0.007299921,,0.007432302,0.0009502986
62731,-0.001854929-1.529499e-05i,-0.001664432-0.0004087167i,-0.001854929,,-0.001664432,-0.0004087167
62835,0.007121899-2.291379e-05i,0.007154135+0.0006807763i,0.007121899,,0.007154135,0.0006807763
62898,-0.003726942-9.99514e-05i,-0.003781841-0.0004451933i,-0.003726942,,-0.003781841,-0.0004451933
62936,0.005461783-2.047513e-06i,0.0054757+0.0007767202i,0.005461783,,0.0054757,0.0007767202
62979,-0.0004545324-8.942914e-05i,-0.0005285579-9.589204e-05i,-0.0004545324,,-0.0005285579,
63123,0.001787927+2.025225e-05i,0.002207665+0.0003696748i,0.001787927,,0.002207665,0.0003696748
63205,0.008993038+8.817948e-05i,0.009246785+0.0005598601i,0.008993038,,0.009246785,0.0005598601
